insured name,insured address,country of incorporation,business_description,risk_type,broker _contact,class_of_business,submission_date,claims_frequency,Largest_single_loss,incurred_Loss,Ultimate_Premium,Loss_Ratio,TIV
Atlantic Energy Services Ltd,"139 Business Park, City_64, UK",United Kingdom,Electronics Manufacturing,Energy Offshore,BMS Group,Energy,19-01-2026,5,241490,815241,4119462,0.1979,385191214
Summit Energy Services Ltd,"96 Business Park, City_94, UK",United Kingdom,Oil & Gas Services,Energy Offshore,WTW London,Property Damage & BI,23-03-2026,2,6109542,7472570,7669681,0.9743,861016396
Summit Technologies Ltd,"212 Business Park, City_143, UK",United Kingdom,Food Processing,Energy Offshore,Marsh Ltd,Casualty,05-03-2026,6,18855,688348,7893908,0.0872,959498573
Silverstone Engineering Ltd,"175 Business Park, City_50, UK",Netherlands,Retail & Distribution,Industrial All Risks,Aon UK Ltd,Financial Lines,03-01-2026,5,494920,543870,6390958,0.0851,62313385
Sterling Technologies Ltd,"82 Business Park, City_151, UK",Germany,Manufacturing,General Liability,Aon UK Ltd,Property Damage & BI,26-01-2026,6,369161,7278976,8686130,0.838,1348028696
Harbour Group PLC,"10 Business Park, City_33, UK",Netherlands,Oil & Gas Services,Industrial All Risks,BMS Group,Products Liability,11-02-2026,3,925516,1036812,8354650,0.1241,1442699609
Silverstone Foods Ltd,"54 Business Park, City_21, UK",United States,Retail & Distribution,Products Liability,WTW London,Energy,02-01-2026,1,3944909,9130135,9315514,0.9801,745992394
Sterling Capital Partners Ltd,"121 Business Park, City_127, UK",France,Manufacturing,Marine Hull,BMS Group,Marine,23-02-2026,3,2540880,8060745,9898987,0.8143,593900070
Redwood Holdings Ltd,"66 Business Park, City_147, UK",Singapore,Oil & Gas Services,Energy Offshore,Howden UK,Casualty,03-01-2026,0,547677,4027056,8161850,0.4934,588566499
Trinity Shipping Ltd,"181 Business Park, City_40, UK",France,Marine Shipping,Industrial All Risks,Marsh Ltd,Property Damage & BI,12-01-2026,1,4827444,9673215,12682857,0.7627,363092050
Atlantic Engineering Ltd,"82 Business Park, City_96, UK",United States,Financial Advisory,Energy Offshore,Aon UK Ltd,Financial Lines,06-03-2026,0,275977,5206753,9816655,0.5304,1367068487
Crown Industries Ltd,"73 Business Park, City_47, UK",Netherlands,Manufacturing,General Liability,Howden UK,Marine,08-01-2026,5,513733,656372,1812684,0.3621,154090757
Silverstone Logistics Ltd,"17 Business Park, City_117, UK",United Kingdom,Retail & Distribution,Products Liability,Marsh Ltd,Financial Lines,31-01-2026,5,2391817,6442622,9264628,0.6954,759443456
Redwood Capital Partners Ltd,"151 Business Park, City_183, UK",France,Manufacturing,Products Liability,Gallagher London,Marine,08-02-2026,5,1421636,4059634,14472851,0.2805,1434749038
BlueWave Energy Services Ltd,"191 Business Park, City_172, UK",Singapore,Food Processing,Industrial All Risks,BMS Group,Casualty,27-02-2026,3,7313306,11007313,11772528,0.935,564597652
Trinity Engineering Ltd,"3 Business Park, City_122, UK",Singapore,Electronics Manufacturing,General Liability,Lockton Companies,Financial Lines,24-02-2026,3,437192,2707458,5010100,0.5404,854188460
Summit Shipping Ltd,"186 Business Park, City_140, UK",Netherlands,Manufacturing,Industrial All Risks,Aon UK Ltd,Property Damage & BI,23-03-2026,0,10875111,13259047,14981975,0.885,671550444
Harbour Technologies Ltd,"62 Business Park, City_8, UK",Germany,Construction Contractor,Products Liability,Aon UK Ltd,Marine,24-03-2026,0,785027,2665691,2999878,0.8886,955856138
Oakridge Group PLC,"101 Business Park, City_37, UK",Netherlands,Manufacturing,Marine Hull,Lockton Companies,Products Liability,01-01-2026,3,2873360,4780901,5622605,0.8503,208380806
Everest Logistics Ltd,"133 Business Park, City_53, UK",Germany,Manufacturing,Products Liability,Howden UK,Products Liability,27-02-2026,0,3627773,10308087,13153104,0.7837,489129679
Crown Holdings Ltd,"244 Business Park, City_112, UK",France,Retail & Distribution,General Liability,Marsh Ltd,Financial Lines,28-02-2026,3,489916,2745413,8127335,0.3378,380037107
Crown Industries Ltd,"150 Business Park, City_49, UK",United Kingdom,Financial Advisory,Energy Offshore,BMS Group,Casualty,06-03-2026,6,4256577,6481922,7773953,0.8338,856657804
Harbour Technologies Ltd,"31 Business Park, City_41, UK",Germany,Marine Shipping,Products Liability,BMS Group,Casualty,14-03-2026,4,46876,530372,2155985,0.246,1227301829
Harbour Logistics Ltd,"209 Business Park, City_1, UK",United States,Manufacturing,Products Liability,Lockton Companies,Casualty,18-03-2026,2,1469172,4963043,9403266,0.5278,1336776389
Oakridge Shipping Ltd,"16 Business Park, City_85, UK",Germany,Food Processing,Industrial All Risks,Marsh Ltd,Marine,16-01-2026,3,878938,1329309,3457242,0.3845,148333909
Northbridge Shipping Ltd,"242 Business Park, City_142, UK",United Kingdom,Marine Shipping,Energy Offshore,Aon UK Ltd,Property Damage & BI,10-03-2026,4,34834,3346323,14066093,0.2379,472019197
Northbridge Energy Services Ltd,"8 Business Park, City_142, UK",Singapore,Electronics Manufacturing,General Liability,Howden UK,Energy,23-01-2026,0,4071432,7304122,7940127,0.9199,1122505950
Highland Capital Partners Ltd,"27 Business Park, City_164, UK",United States,Oil & Gas Services,Marine Hull,Gallagher London,Casualty,03-03-2026,4,9577937,10348115,10950387,0.945,430894473
Atlantic Group PLC,"123 Business Park, City_147, UK",Singapore,Food Processing,Marine Hull,Gallagher London,Casualty,11-03-2026,2,1117357,2120880,2252900,0.9414,804616662
BlueWave Technologies Ltd,"245 Business Park, City_2, UK",United States,Electronics Manufacturing,Marine Hull,Aon UK Ltd,Property Damage & BI,14-02-2026,2,692699,711226,2734434,0.2601,52260552
Silverstone Energy Services Ltd,"92 Business Park, City_86, UK",United States,Manufacturing,Products Liability,Howden UK,Products Liability,28-03-2026,2,4347669,7427729,10576291,0.7023,345876527
Sterling Logistics Ltd,"50 Business Park, City_106, UK",Germany,Manufacturing,Professional Indemnity,Gallagher London,Casualty,22-01-2026,1,565168,1482705,1833897,0.8085,837055036
Northbridge Group PLC,"174 Business Park, City_116, UK",Germany,Construction Contractor,Products Liability,Gallagher London,Casualty,27-01-2026,3,759708,1087658,7501095,0.145,796578987
Everest Group PLC,"120 Business Park, City_65, UK",Germany,Electronics Manufacturing,General Liability,WTW London,Products Liability,07-03-2026,4,218628,938138,5255678,0.1785,1183423051
Trinity Shipping Ltd,"178 Business Park, City_9, UK",France,Construction Contractor,Products Liability,Howden UK,Property Damage & BI,25-03-2026,2,1549705,3854466,5695976,0.6767,1075036350
Greenfield Industries Ltd,"16 Business Park, City_18, UK",France,Electronics Manufacturing,Products Liability,Howden UK,Property Damage & BI,22-02-2026,0,5536929,11986046,12644843,0.9479,1279500651
Greenfield Logistics Ltd,"37 Business Park, City_50, UK",Netherlands,Construction Contractor,Marine Hull,Gallagher London,Energy,16-02-2026,5,223765,340173,1594064,0.2134,305013481
Crown Industries Ltd,"220 Business Park, City_186, UK",France,Oil & Gas Services,Products Liability,Aon UK Ltd,Financial Lines,11-01-2026,3,3119649,7942002,13138135,0.6045,1315544808
Silverstone Group PLC,"123 Business Park, City_127, UK",Singapore,Food Processing,Products Liability,BMS Group,Energy,26-02-2026,3,367352,1034449,1381845,0.7486,1070433592
Everest Engineering Ltd,"48 Business Park, City_122, UK",United States,Food Processing,Energy Offshore,BMS Group,Energy,14-02-2026,5,4280039,7654783,13971133,0.5479,1151187979
Oakridge Shipping Ltd,"233 Business Park, City_196, UK",Singapore,Electronics Manufacturing,Energy Offshore,BMS Group,Energy,21-02-2026,6,1030661,3695549,8241636,0.4484,1165510772
Oakridge Holdings Ltd,"243 Business Park, City_61, UK",Singapore,Retail & Distribution,Industrial All Risks,Gallagher London,Marine,05-01-2026,5,4972811,7041429,12571737,0.5601,484934582
Greenfield Logistics Ltd,"1 Business Park, City_121, UK",Singapore,Retail & Distribution,Marine Hull,Lockton Companies,Products Liability,13-02-2026,0,232904,496732,514163,0.9661,557534161
Redwood Shipping Ltd,"205 Business Park, City_63, UK",Germany,Manufacturing,General Liability,Gallagher London,Products Liability,05-01-2026,4,298718,422872,1882779,0.2246,352039765
Crown Engineering Ltd,"122 Business Park, City_106, UK",United States,Construction Contractor,Products Liability,WTW London,Products Liability,04-03-2026,4,44271,365446,771310,0.4738,1115313427
Sterling Capital Partners Ltd,"198 Business Park, City_66, UK",United States,Food Processing,Energy Offshore,Howden UK,Energy,20-02-2026,5,1773834,2115818,5165572,0.4096,1491541011
Highland Holdings Ltd,"75 Business Park, City_154, UK",United States,Financial Advisory,Marine Hull,BMS Group,Property Damage & BI,28-03-2026,2,2691192,4064909,4302402,0.9448,704885941
Trinity Industries Ltd,"41 Business Park, City_3, UK",Germany,Financial Advisory,Professional Indemnity,Marsh Ltd,Property Damage & BI,08-03-2026,3,400359,791701,5860113,0.1351,1012272038
Greenfield Technologies Ltd,"234 Business Park, City_167, UK",France,Food Processing,Industrial All Risks,WTW London,Property Damage & BI,28-01-2026,1,350096,767198,2087046,0.3676,1499390962
Summit Group PLC,"187 Business Park, City_62, UK",Singapore,Electronics Manufacturing,General Liability,Howden UK,Casualty,18-03-2026,0,5780265,9183713,11262832,0.8154,1381570338
Highland Group PLC,"104 Business Park, City_1, UK",Netherlands,Retail & Distribution,Products Liability,Marsh Ltd,Marine,06-01-2026,5,6352565,6615053,7043285,0.9392,203625914
Ironclad Shipping Ltd,"14 Business Park, City_33, UK",Netherlands,Electronics Manufacturing,Energy Offshore,Howden UK,Property Damage & BI,21-01-2026,0,122927,11158242,11214314,0.995,985359269
Oakridge Foods Ltd,"102 Business Park, City_43, UK",Netherlands,Oil & Gas Services,Industrial All Risks,Marsh Ltd,Products Liability,11-01-2026,6,5662427,6732705,12026984,0.5598,916970586
Ironclad Engineering Ltd,"90 Business Park, City_106, UK",Netherlands,Manufacturing,General Liability,BMS Group,Products Liability,01-02-2026,0,2337043,5217498,9414469,0.5542,54304166
Silverstone Logistics Ltd,"49 Business Park, City_84, UK",United States,Retail & Distribution,General Liability,Aon UK Ltd,Marine,09-03-2026,6,1330868,4417670,11127633,0.397,668287164
BlueWave Capital Partners Ltd,"224 Business Park, City_78, UK",United States,Marine Shipping,Professional Indemnity,BMS Group,Financial Lines,30-01-2026,0,684645,3951757,4044788,0.977,353116631
Crown Technologies Ltd,"113 Business Park, City_75, UK",France,Oil & Gas Services,Marine Hull,Howden UK,Products Liability,28-03-2026,5,2534993,2566084,7422865,0.3457,1117969561
Trinity Engineering Ltd,"243 Business Park, City_8, UK",Singapore,Financial Advisory,Products Liability,Lockton Companies,Products Liability,27-03-2026,2,343452,558949,1873783,0.2983,975950515
Redwood Industries Ltd,"196 Business Park, City_191, UK",United States,Retail & Distribution,Marine Hull,Aon UK Ltd,Casualty,12-03-2026,4,1309241,2310871,7056095,0.3275,345024039
Harbour Capital Partners Ltd,"87 Business Park, City_157, UK",United Kingdom,Electronics Manufacturing,General Liability,Aon UK Ltd,Products Liability,08-03-2026,4,3048873,4091502,4637314,0.8823,1381089625
Harbour Technologies Ltd,"86 Business Park, City_11, UK",Germany,Retail & Distribution,Professional Indemnity,Marsh Ltd,Property Damage & BI,21-03-2026,5,3559867,5433649,9187774,0.5914,1148498964
Crown Energy Services Ltd,"58 Business Park, City_158, UK",United Kingdom,Financial Advisory,Professional Indemnity,Marsh Ltd,Property Damage & BI,26-02-2026,6,1438717,2585653,12986706,0.1991,602687159
Greenfield Engineering Ltd,"221 Business Park, City_153, UK",United States,Marine Shipping,Products Liability,Lockton Companies,Products Liability,13-01-2026,0,1860034,8427290,11151635,0.7557,1419880197
Atlantic Holdings Ltd,"45 Business Park, City_31, UK",United States,Retail & Distribution,Industrial All Risks,Gallagher London,Products Liability,31-01-2026,6,20499,169139,899200,0.1881,1489386792
Ironclad Foods Ltd,"78 Business Park, City_155, UK",Netherlands,Financial Advisory,Professional Indemnity,Marsh Ltd,Products Liability,15-01-2026,3,2068410,4399919,14341329,0.3068,1132681679
Harbour Logistics Ltd,"171 Business Park, City_148, UK",Singapore,Food Processing,Professional Indemnity,BMS Group,Property Damage & BI,12-03-2026,2,1220988,3550597,13885794,0.2557,1035205176
Highland Capital Partners Ltd,"169 Business Park, City_116, UK",Netherlands,Retail & Distribution,Professional Indemnity,Gallagher London,Energy,09-02-2026,1,1550123,4119989,5110382,0.8062,392643319
Ironclad Capital Partners Ltd,"221 Business Park, City_86, UK",United Kingdom,Marine Shipping,Professional Indemnity,Howden UK,Casualty,02-01-2026,3,508251,1024771,1082010,0.9471,203623799
Sterling Energy Services Ltd,"174 Business Park, City_156, UK",United Kingdom,Marine Shipping,Marine Hull,BMS Group,Casualty,04-01-2026,1,124711,1434925,4196917,0.3419,786946416
Silverstone Engineering Ltd,"94 Business Park, City_156, UK",United States,Construction Contractor,Marine Hull,BMS Group,Energy,18-03-2026,2,1049686,1238361,1591929,0.7779,372408606
Highland Shipping Ltd,"37 Business Park, City_188, UK",Germany,Marine Shipping,Products Liability,Howden UK,Casualty,22-02-2026,0,5311567,8968465,12423418,0.7219,743735893
Ironclad Group PLC,"3 Business Park, City_22, UK",Netherlands,Retail & Distribution,Marine Hull,Gallagher London,Property Damage & BI,15-03-2026,6,620992,6361828,6452813,0.9859,1468548512
Crown Holdings Ltd,"133 Business Park, City_183, UK",United Kingdom,Food Processing,Industrial All Risks,Aon UK Ltd,Casualty,12-03-2026,3,809204,1794942,3428080,0.5236,624424852
Oakridge Engineering Ltd,"249 Business Park, City_110, UK",United States,Retail & Distribution,General Liability,BMS Group,Casualty,26-03-2026,5,4948109,10039302,14626023,0.6864,227883788
Silverstone Group PLC,"148 Business Park, City_87, UK",United States,Manufacturing,Industrial All Risks,Howden UK,Property Damage & BI,20-02-2026,3,1334736,4476121,12899487,0.347,539146986
Sterling Logistics Ltd,"83 Business Park, City_175, UK",Netherlands,Retail & Distribution,Marine Hull,Lockton Companies,Property Damage & BI,12-02-2026,5,1782250,3709710,10464629,0.3545,830926630
Highland Energy Services Ltd,"249 Business Park, City_74, UK",Netherlands,Marine Shipping,Industrial All Risks,Gallagher London,Marine,15-03-2026,0,878230,993222,9396617,0.1057,676630347
Summit Holdings Ltd,"166 Business Park, City_154, UK",Netherlands,Financial Advisory,Industrial All Risks,WTW London,Financial Lines,28-02-2026,1,203059,1876527,3958919,0.474,97597141
Oakridge Holdings Ltd,"1 Business Park, City_64, UK",Netherlands,Food Processing,Products Liability,Aon UK Ltd,Property Damage & BI,26-01-2026,4,2200334,5262355,5622175,0.936,1295749740
Highland Logistics Ltd,"137 Business Park, City_48, UK",Netherlands,Electronics Manufacturing,Industrial All Risks,Lockton Companies,Marine,26-03-2026,0,12169898,14395235,14629304,0.984,1256547035
Ironclad Shipping Ltd,"136 Business Park, City_176, UK",Netherlands,Retail & Distribution,Marine Hull,Lockton Companies,Products Liability,05-01-2026,5,910851,2085976,5391514,0.3869,1022363149
Summit Technologies Ltd,"219 Business Park, City_166, UK",Germany,Food Processing,Professional Indemnity,BMS Group,Products Liability,14-03-2026,6,656190,1571334,13083554,0.1201,49638405
Highland Group PLC,"50 Business Park, City_12, UK",United States,Oil & Gas Services,Products Liability,WTW London,Casualty,29-01-2026,1,87672,230897,595249,0.3879,920522233
Highland Industries Ltd,"78 Business Park, City_166, UK",United Kingdom,Financial Advisory,Marine Hull,Aon UK Ltd,Products Liability,04-01-2026,1,851404,3726220,11706631,0.3183,1139332077
Harbour Logistics Ltd,"199 Business Park, City_77, UK",United Kingdom,Financial Advisory,Industrial All Risks,Gallagher London,Energy,15-02-2026,2,3177850,5249875,8492196,0.6182,5998791
Sterling Shipping Ltd,"183 Business Park, City_33, UK",Singapore,Retail & Distribution,Professional Indemnity,Aon UK Ltd,Property Damage & BI,28-01-2026,2,1194722,2105779,5880422,0.3581,635710119
Oakridge Energy Services Ltd,"32 Business Park, City_55, UK",Germany,Retail & Distribution,General Liability,WTW London,Financial Lines,09-03-2026,6,2153034,5188223,7198867,0.7207,1018101158
Northbridge Engineering Ltd,"39 Business Park, City_163, UK",United States,Construction Contractor,Industrial All Risks,Gallagher London,Products Liability,17-01-2026,3,316574,501398,5379810,0.0932,401193828
Trinity Logistics Ltd,"182 Business Park, City_117, UK",Germany,Financial Advisory,General Liability,Marsh Ltd,Financial Lines,21-02-2026,0,1907073,2760051,3003974,0.9188,532340398
Harbour Logistics Ltd,"30 Business Park, City_129, UK",Singapore,Construction Contractor,Professional Indemnity,Marsh Ltd,Products Liability,21-02-2026,4,3037676,4486905,13181274,0.3404,503153626
